deptCode,courseNum,courseName,courseDescription,courseNotes,semester,min_credits,max_credits
JRMC,3333, Research for Journalists," A research course designed specifically for journalists, providing students with a broad understanding of how to find and analyze various forms of information. They will learn to use databases, specialized websites and other Internet resources and how to organize and apply their findings for news and feature reporting.", N/A, N/A,3,3
JRMC,3337, TV Scriptwriting and Production," Classroom and field training in basic television scriptwriting and story production. Instruction in theoretical principles that differentiate television from print journalism, ethical aspects of picture use and editing and related topics. Requires weekly practice hours outside class time.", N/A, N/A,3,3
JRMC,3339, Studio Production: AUC TV," Techniques of television production and presentation from planning and writing to directing and producing. Topics of study include elements of various forms of television writing, production, design, lighting, graphics, program planning and production practices in a studio or workshop setting. Requires weekly practice time outside class to provide AUC TV’s daily news bulletin.", N/A, N/A,3,3
JRMC,3355, Creative Strategy and Advertising Copywriting," Development of creative strategy, writing advertising and promotional copy, designing and preparing layouts for various media, planning and executing written and oral presentations.", N/A, N/A,3,3
JRMC,3366, Online Behavior and Web Analytics," This course proficiently tackles today’s business challenges with this powerful new framework that will permanently change how students think about analytics. It provides a wealth of tactics for creating a pragmatic strategy, applying analytical techniques correctly, solving challenges such as measuring social media and multi-channel campaigns, achieving optimal success by leveraging experimentation, and employing approaches for truly listening to your customers.", N/A, N/A,3,3
JRMC,3380, Digital Storytelling, Defining the components that make a good story you want to tell to your audience. Identifying the tools that best serve your story; learning the art of storytelling through the usage of emerging technologies; studying the different techniques that add value to the production process; learning the ethical standards necessary in the storytelling process in the digital age., N/A, N/A,3,3
JRMC,3390, Media Economics," This course covers the fundamental concepts, theories, and approaches of media economy. Students learn how to use these theoretical concepts to analyze media markets, industries, and the practices of media organizations. In addition, students study the factors that shape media economy, such as technology, regulations, organizational and strategic factors. Finally, the course discusses the new media trends in media economy and the development of social media industries, and examines the impact of media economy on vital issues, such as media policy making, competition law and social discourse.", N/A, N/A,3,3
JRMC,4402, Reporting and Writing in Arabic, Advanced principles and practice in reporting and writing in and from Arabic., N/A, Offered occasionally.,3,3
JRMC,4403, Feature and Magazine Writing," Principles and intensive practice in researching, organizing, and writing feature articles for international newspapers and magazines.", Enrollment is limited and priority is given to students with declared MMJ majors., Offered occasionally.,3,3
JRMC,4405, Advanced Visual Communication, Advanced practical integration of digital text and photographs in desktop publishing of printed material using state-of-the-art production hardware and software., N/A, Offered occasionally.,3,3
JRMC,4406, Internship," Field experience in an approved professional setting in journalism, advertising, public relations, public information, broadcast or online media outlet. Supervised by a professional and an AUC full-time faculty member.", N/A, N/A,3,3
JRMC,4412, Newsroom Editing and Management," Supervised advanced newsroom experience in writing, editing, layout and management of", N/A, N/A,3,3
JRMC,4415, Public Relations Theory and Techniques," Principles and practical use of public relations and public information techniques, with emphasis on media use for business and non-profit organizations.", N/A, N/A,3,3
JRMC,4420, Media Management," Management theories and practices as applied to media organization, unique characteristics of media outlets, various operating philosophies, legal issues, regulations and related topics will also be covered including programming strategies.", N/A, N/A,3,3
JRMC,4425, Integrated Marketing Communication Campaigns Capstone," Examination, development, and critique of advertising and marketing communication campaigns, with emphasis given to creative and media factors.", IMC seniors only., N/A,3,3
JRMC,4430, Advertising Agency Operations," This course is designed to provide the students with insight into how advertising agencies are organized and managed. The five essential functions of the agency are deeply explored and integrated. The account management, the strategy development, the creative team, the art direction, and the business management are all equally important. Each is studied with guest speakers and site visits to demonstrate how they are managed to contribute to the success of the business.", N/A, N/A,3,3
JRMC,4441, Camera and Editing Workshop, Intensive field and lab training with digital video camera. Computer-driven digital editing program enables video journalist to shoot and edit news events to a finished professional product. Requires weekly practice hours outside class time., N/A, N/A,3,3
JRMC,4444, Media Law and Policy," An explanation of communication law and regulation with its major segments libel, privacy and news-gathering together with journalists’ rights and defenses against libel suits. Issues of national and international topics are covered together with media law cases.", N/A, N/A,3,3
JRMC,4460, Audio Production, Studio experience in Audio production., N/A, N/A,3,3
JRMC,4471, Online Journalism, Examination of the emerging forms of information delivery by computer and related convergence of print and broadcast media. Emphasis on learning multi-media reporting skills needed to publish quality work on the Internet., N/A, N/A,3,3
JRMC,4480, Multimedia Reporting Capstone," Advanced principles and practice in news gathering and reporting, effective organization and presentation, and writing. Students produce a capstone reporting project that demonstrates their ability to operate on all media platforms and produce professional, responsible and ethical journalism.", For seniors only., N/A,3,3
JRMC,4482, Media Convergence Capstone," Explores the intersection of mass communication technologies. Students examine the digital future of media and the impact of media convergence on politics, business, civil and global society.", For seniors only., N/A,3,3
JRMC,4490, Special Topics in Mass Communication, Special topics in journalism and mass communication will vary depending on instructor., N/A, Offered occasionally.,1,3
JRMC,4499, Directed Individual Study in Mass Communication, Individual projects in mass communication completed under the supervision of a full-time mass communication faculty member. Students propose projects not covered by coursework that will complement their academic programs., Enrollment is limited and priority is given to students with declared JRMC majors., N/A,1,3
JRMC,5200, Seminar in Mass Communication Theory and Literature," Survey of mass communication theory and the philosophical, sociological and political effects of mass media on audiences and societies.", N/A, Offered in fall.,3,3
JRMC,5201, Advanced Reporting and Writing," Intensive reporting, research, and writing of in-depth articles for magazines and newspapers with intent to publish.", N/A, Offered occasionally.,3,3
JRMC,5202, Seminar: Current Issues in Mass Communication, Overview of major issues in mass communication and how they impact audiences and society., N/A, Offered in spring.,3,3
JRMC,5204, Research Methods in Mass Communication," Introduction to the scientific method. Quantitative and qualitative mass media research methods, including focus groups, surveys, content analysis, and experiments. Data analysis and interpretation. Individual and/or group research projects may be required.", N/A, Offered in spring.,3,3
JRMC,5206, Internship," Field experience in an approved professional setting in journalism, advertising, public relations or public information. Supervised by a professional and an AUC full-time faculty member.", N/A, Offered occasionally.,3,3
JRMC,5240, Reporting Civil Society, Provides the knowledge and skills that enable students to report on Arab civil society organizations. Combines seminar-style instruction on structure and role of civil society groups with hands-on print and radio reporting about Egyptian civil society for a new civil society portal based at the Adham Center., N/A, Offered in fall.,3,3
JRMC,5250, Seminar in International Communication," World news communication systems, including news-gathering agencies; the role of foreign correspondents, the foreign press, information flow, propaganda and comparative press laws.", N/A, Offered in fall.,3,3
JRMC,5260, Seminar on Electronic Journalism and Arab Society," A comprehensive seminar examining the role of journalists in society. Covers both historic role and rights and responsibilities today. Issues include ethics, journalist-government relations, fairness and balance, freedom of the press, impact on domestic and international policy, role of the media in conflict and related topics. Discussion will cover comparative approaches in the West, developing countries and the Arab world, with particular emphasis on role of media in regional politics and international relations in the post-9/11 era.", N/A, Offered in spring.,3,3
JRMC,5270, Seminar in Mass Communication and National Development," The role of mass communication in developing nations and its relationship to economic growth, education, socialization, persuasion, and diffusion of innovation.", N/A, Offered in spring.,3,3
JRMC,5271, Digital Journalism," Examination of the ways in which all forms of journalism are converging in the digital realm. Emphasis will include writing and reporting for the internet and other multi-media platforms, such as podcasts and digital phones, and the practical ways in which broadcast and print are merging on the internet.", N/A, Offered occasionally.,3,3
JRMC,5280, Television and Digital Broadcasting: Impact and Development," The development, potential progress, and impact of television and digital broadcasting, including new digital platforms, streaming, public service television; and issues of diversity and balance of content.", N/A, Offered in fall.,3,3
JRMC,5288, Comprehensives, Individual consultation for students preparing for the comprehensive examination., N/A, Offered in fall and spring.,0,0
JRMC,5290, Special Topics, Content varies with the instructor. Can be repeated once for credit if content changes., N/A, Offered occasionally.,3,3
JRMC,5299, Research Guidance and Thesis, Consultation with students as they prepare their theses., N/A, Offered in fall and spring.,0,0
LALT,1020, Libraries and Learning Technologies," This course is designed to help undergraduate students improve their research skills through exposure to information literacy concepts. Students are taught to locate, evaluate and use information properly, through a variety of hands on activities and assignments.", N/A, N/A,0,0
LAW,4371, Introduction to Public International Law," Introduces students to the practice and theoretical foundations of public international law, covering such topics as sources doctrine (customary international law, treaty law etc.), international personality, jurisdiction, state responsibility, self-determination and the use of force. This course may be counted towards the Dual Degree Option combining a BA in Political Science and an MA in International Human Rights Law.", N/A, Offered in fall and spring.,3,3
LAW,4375, Introduction to Egyptian and Islamic Law," The Egyptian legal system will be considered according to its present structure and historical development, including institutions, processes, laws, and the courts. There will be special emphasis on developments in constitutional law and the role played by the constitution in the political context of present day Egypt. The course also offers an introduction to Islamic jurisprudence in the classical doctrine, in the pre-modern Egyptian legal system and in contemporary Egypt. This course may be counted towards the Dual Degree Option combining a BA in Political Science and an MA in International Human Rights Law.", N/A, Offered once a year.,3,3
LAW,4378, Introduction to International Human Rights Law," The course provides an overview of the major human rights treaties, customary norms, international institutions and mechanisms of enforcement while at the same time, encouraging a critical stance, which questions the role and effect of human rights in a world of distress and inequality. This course may be counted towards the Dual Degree Option combining a BA in Political Science and an MA in International Human Rights Law.", N/A, Offered once a year.,3,3
LAW,5200, Legal Research and Writing," A workshop designed to develop the lawyering skills in research, drafting, legal argument and oral presentation, especially with respect to practice in transnational legal problems and settings. Required of all students in the LL.M program during the first semester of study.", N/A, N/A,3,3
LAW,5201, Jurisprudence," The course will look at the major contemporary debates in legal theory. It introduces students to different schools of legal theory including Sociological Jurisprudence, Legal Realism, Legal Process, Critical Legal Studies, Liberal Legalism, Critical Race Theory, Feminist Legal Theory and Law and Economics. The course aims at introducing students to different and innovative legal methodologies.", N/A, The course is normally offered in the spring semester.,3,3
LAW,5202, Comparative Law," Introduction to the main differences between Civil Law and Common Law systems with respect to selected problems regulated under public and private law regimes. The comparative study will concentrate on the American, German, and French legal systems.", N/A, Normally offered only in the fall semester.,3,3
LAW,5203, Law and Economic Development, Exploration of the relationship between different strategies of economic development and legal reforms in the public and private spheres from a comparative law perspective., N/A, Normally offered in the spring semester,3,3
LAW,5205, Islamic Law Reform," Exploration of different approaches to reforming Islamic law in the Arab World from the mid-nineteenth century to the present, paying special attention to contemporary developments in Arab legal systems.", N/A, This course is normally offered in the spring semester.,3,3
LAW,5206, Egyptian Legal History," This course explores Egypt’s various waves of “legal reform” over the past two centuries, paying close attention to the fields of constitutional law and human rights, as well as family, commercial, and criminal law. We also examine the emergence of the modern Egyptian legal elite, its rise to political and intellectual prominence, its fall during the Nasser years, and its potential for public policy impact today. Egypt’s modern legal history is set in a larger “law and development” policy frame, exploring ramifications on the rule of law, economic and political liberalization, and calls for a “return to shari’a” by Islamist political actors today. This course is offered at irregular intervals. Please contact the Department of Law for information about its availability.", N/A, N/A,3,3
LAW,5207, The Law and Practice of the Settlement of International Disputes Between States," The course combines the fundamentals of the law governing the settlement of international disputes between states and a Moot Court exercise. The two components of the course are intertwined. The course thus aspires to combine theoretical and practical dimensions of the experience of international dispute settlement. The doctrinal part of the course includes a general overview of the methods for dispute settlement in public international law, and basic procedural norms and principles governing international legal proceedings. The course looks in detail at specific institutions, such as the International Court of Justice, the Permanent Court of Arbitration, the Iran-United States Claims Tribunal, the International Tribunal for the Law of the Sea, and others. Students will have the opportunity to study recent developments in the theory, practice and in policy debates underlying the system of international dispute settlement.", N/A, Normally offered in the fall semester.,3,3
LAW,5208, International Criminal Law," The course will cover the central doctrines, procedures and institutions of International Criminal Law with emphasis on contemporary debates. It will consist in an overview of the main doctrines that “frame” international criminal law and set the conditions for its existence as a distinct field of legal practice, as well as substantive international crimes (Elements of crimes, War crimes, Crimes against humanity, Genocide, Aggression and Crimes against peace) and international criminal courts and tribunals.", N/A, This course is normally offered in the spring semester.,3,3
LAW,5209, International Law," An in-depth overview of the international legal system.The course will cover the fundamental concepts, institutions, processes and mechanisms of international law.Some of the topics that will be covered include: the relationships between public and private international law, the question of sovereignty, the sources of international law, and the place of non-State actors.", N/A, Normally offered only in the fall semester.,3,3
LAW,5210, Introduction to International Human Rights Law and Critique," This course is an introduction to International Human Rights Law. As a gateway to the International Human Rights MA program, the course aims at providing participants with a forum to become acquainted with the basic conceptual underpinnings, institutional structures, and substantive complexity of international human rights.", N/A, N/A,3,3
LAW,5211, International Humanitarian Law," This course provides basic introduction to the field of international humanitarian law (IHL), otherwise known as the laws of war, the law or armed conflict, or jus in bello. It will consist in an overview of the existing substantive body of international law relating to the regulation of armed conflict, as well as an exploration of its internal structure and dynamics. It will discuss in a first part the relationship between humanitarian law and both general international law and international human rights Law, with regard to applicability implementation, and enforcement. In a second part, the course and materials will approach the “principle of distinction” and its implementation in the so-called “Geneva Law”, relating to protected persons, as well as the so-called “Hague Law”, relating to the means and methods of combat. Final sessions will discuss questions of implementation and criminal responsibility.", N/A, This course is normally offered in the spring semester.,3,3
LAW,5214, Human Rights in the Middle East," What does it mean to study human rights in the Middle East today? While exploring human rights violations in the Middle East might seem like a natural starting point, this course moves beyond that exercise. It aims at disrupting the traditional divisions and binaries of ‘economic and social rights’ versus ‘civil and political rights’. It engages with human rights as a series of intersectional moves that, together, fundamentally shape life in the Middle East. Additionally, the purpose of the course is not only to study structures of domination, such as authoritarianism, Islamism, patriarchy and neoliberalism, but also to engage with spaces of resistance and struggle. Whether it is the Arab revolutions, the recent protests in Iran, or the struggles of the Kurds across the region, the people of the Middle East have been engaging in different forms of resistance that fundamentally transformed the region over the course of the past decades. Normally offered in the spring semester", N/A, N/A,3,3
LAW,5215, Comparative Constitutional Law and Human Rights," How constitutional rights, concepts and practices have merged and developed within contemporary governments.Emphasis will be on the analysis of civil, political, economic, social and cultural rights together with freedoms and liberties protected by various constitutions, considered within their social and political contexts. This course is offered at irregular intervals. Please contact the Department of Law for information about its availability.", N/A, N/A,3,3
LAW,5216," Economic, Social, and Cultural Rights"," Consideration of the historical development of the recognition of economic, social and cultural rights together with present convenants and other instruments operating at the international level. Specific rights such as the right to work, trade union rights, right to social security, right to adequate standards of living, health and education are considered as well as their philosophical underpinnings and social modalities.", N/A, Normally offered only in the fall semester.,3,3
LAW,5218, International Refugee Law," This course introduces the international refugee law regime and the background and historical context from which foundational concepts emerged. The bulk of the course is spent on the 1951 Refugee Convention and its Protocol, as well as the expanding mandate of UNHCR. The course considers some of the contradictions and dilemmas of international refugee law and takes into account developments in related areas of international human rights law, international humanitarian law and migration law. This course is required for all students seeking the MA or Diploma in Migration and Refugee Studies.", N/A, N/A,3,3
LAW,5219, Human Rights in Africa," An overview of the contribution of the African continent to human rights law. The course will cover the specificities of Africa from the perspective of the development, interpretation, and enforcement of international human rights law from four perspectives: (1) the development and contributions of the African regional system of human rights, (2) the treatment of human rights issues in Africa by the universal system of human rights, (3) the place and application of human rights standards in selected African countries, and (4) the application of international humanitarian law in contemporary African conflict situations. As an advanced course dealing with the role of regional approaches and issues in the contemporary history of international human rights law, the substantive focus will be on the relevance of cultural and political specificity to human rights when seen from the perspective of the varied social contexts of the African continent. In light of the rich complexity of the African social, cultural and political background, some attention will be given to the particular situation of certain African States in the development of African human rights law, such as Egypt, Nigeria or South Africa. This course is offered at irregular intervals. Please contact the Department of Law for information about its availability.", N/A, N/A,3,3
LAW,5220, Justice: Histories and Theories," This course introduces students to justice as a problem in contemporary cultural, legal and philosophical debates. The course explores the different domains through which justice becomes a universal language of rights, and the resultant compartmentalization of human experiences along parameters in which culture is presumed to be non-existent, rendering different forms of justice, such as gender justice, appendixes to the already known. This course will engage with questions of distribution of justice - economic, social, political, historical- in the contemporary world with special focus on locating theories of justice in the practice thereof. It is conceived as laying the intellectual foundation for the GWST gender and justice graduate concentration, for graduate work in IHRLand other related fields. This is a joint course offered by the Institute for Gender and Women’s Studies and the Department of Law.", N/A, N/A,3,3
LAW,5221, Law and Patriarchy," What does it mean to look at law from a feminist perspective? How can a critical reading of patriarchal society inform our legal analysis and our uses of the law? This course explores how structures of domination - capitalism, white supremacy, and patriarchy - have been historically codependent through systems of law and governance. It also explores how feminist movements have critically navigated around and against these structures of domination through law, and other means. Gender justice has been at the core of international human rights law and practice in the Global South. This course makes explicit broader theoretical questions about the relationship between law and patriarchy through classic texts on feminism, transfeminism, queer theory, critical race feminism, and masculinity studies, among other approaches. It engages with various themes that initially developed from outside of the academy, such as intersectionality, and capitalism’s reliance on unpaid housework, cohering feminist movements as spaces of knowledge-production, and for the articulation of feminist methodology. The course therefore focuses on how feminist methodology can reveal the distributional effects of legal outcomes, break gender binaries, and complicate North-South dichotomies.", N/A, Normally offered only in the fall semester.,3,3
LAW,5222, International Economic and Trade Law," Rules of law and policy of economic relations under the GATT/WTO system, as well as regional agreements on trade partnerships between the European Union and the Arab Mediterranean. This course is offered at irregular intervals. Please contact the Department of Law for information about its availability.", N/A, N/A,3,3
LAW,5223, International Commercial Arbitration," The law of international commercial arbitration considered from a comparative perspective in major Civil and Common Law jurisdictions, as well as its practice in the context of international transactions. This course is offered at irregular intervals. Please contact the Department of Law for information about its availability.", N/A, N/A,3,3
LAW,5224, Comparative Corporate Governance," Comparison of how select questions of corporate governance, control, and finance are regulated under American, French, German, and Egyptian corporate law.", N/A, N/A,3,3
LAW,5225, Securities Regulation Law," Legal and institutional framework for the offering, purchase and sale of investment securities under US, EU and Egyptian law, with special attention to national and transnational aspects of securities fraud. This course is offered at irregular intervals. Please contact the Department of Law for information about its availability.", N/A, N/A,3,3
LAW,5226, Antitrust Law," Basic principles of antitrust regulation in the US from the Sherman Act to the present, compared with recent developments in EU law, and with the Egyptian Competition Law. This course is offered at irregular intervals. Please contact the Department of Law for information about its availability.", N/A, N/A,3,3
LAW,5227, Graduate Law Seminar," Reading, discussion and intensive writing about theory and methodology in law, political theory, and relevant social sciences. This course is a pre-requisite to the Thesis requirement for all students in the LL.M. in International and Comparative Law, and MA in International Human Rights Law. The course targets students who have completed at least nine credits hours toward the degree.", N/A, N/A,3,3
LAW,5228, Migration in International Law," The Arab region experiences mass voluntary and involuntary population movements, driven by various factors including economic reasons, conflict and insecurity, and increasing resource scarcity and environmental change. These movements pose a challenge to regional stability and security unless there are appropriate and integrated national, regional and international responses. A course on Migration in International Law allows students to engage with issues of growing regional and international importance. While the Center for Migration and Refugee Studies offers courses in International Refugee Law and Comparative Migration Law, there is presently no course that introduces the complex and growing area of international law dealing with migration.", N/A, N/A,3,3
LAW,5270, Special Topics in Comparative Law," In addition to allowing the resident faculty to give special topics seminars as regular 3 credit courses, this course as well as", N/A, N/A,3,3
LAW,5271, Special Topics in International Law, N/A, N/A, N/A,3,3
LAW,5272, Special Topics in Public Law, N/A, N/A, N/A,3,3
LAW,5275, Special Topics in International Human Rights Law, Specialized areas of International Human Rights Law., N/A, N/A,3,3
LAW,5284, Human Rights in Practice," Internship for four to six months in an organization pursuing human rights activities, or active involvement on an institutional research project having a human rights emphasis. The work is assessed on the basis of a written report and discussion.", N/A, N/A,3,3
LAW,5285, Legal Practice," Internship for four to six months in a corporation, law firm practicing in the Middle East, international organization, an NGO pursuing Development activities. The work is assessed on the basis of", N/A, N/A,3,3
LAW,5286, Independent Study, Guided individual reading and/or research on a subject of mutual interest to the student and the faculty member., N/A, N/A,3,3
LAW,5299, Research Guidance/Thesis," To register for the thesis, students normally are expected to have finished all or almost all coursework. Students are expected to be in residence during thesis supervision. Residency requirement can be waived by permission of the thesis supervisor in accordance with Department’s policies.", N/A, N/A,3,3
LING,2200, Introduction to Linguistics," Major aspects and procedures of the systematic study of human language in its biological and social contexts. Principles and techniques of linguistic analysis as they relate to cognition, symbolization and other aspects of culture.", N/A, N/A,3,3
LING,2201, Languages of the World," This course aims to acquaint students with basic knowledge of the world’s natural languages. We will look at the diversity and fundamental similarities among the languages of the world and, in doing so, explore the following topics: language families and historic relationships, linguistic typology and language universals, language policy and politics, writing systems, and language obsolescence.", N/A, N/A,3,3
LING,2210, Principles and Practice of Teaching English," This course introduces the latest theories, principles and techniques of teaching English. It is a community based learning course and gives students practice by peer teaching, observing others teach and actual teaching in the community in order to learn to reflect and evaluate critically.", N/A, N/A,3,3
LING,2220, Language and Society," This course deals with the relation between language and society. It tackles issues pertaining to the relation between our gender and the way we talk, and how does our social background affect the way we speak and judge others’ way of speaking. The following questions will be covered in the course", N/A, N/A,3,3
LING,2230, Language and Communication," The course examines the complex and multifaceted interplay between language and communication in multiple social contexts. It shows how variation in language use from genre to genre and from context to context could either enhance communication, or lead to miscommunication. Negotiating meaning in areas of sociology, anthropology, politics and business are all contexts where language plays a pivotal role in reaching successful communication. The course incorporates theoretical frameworks as provided by pragmatics, intercultural sociolinguistics and discourse analysis in order to examine the relationship between language and communication within the same context and between different context where other social factors affect communication.", N/A, N/A,3,3
LING,2299, Selected Topic for Core Curriculum," Course addressing broad intellectual concerns and accessible to all students, irrespective of major..", N/A, N/A,3,3
LING,3075, Language in Culture," The role played by language in humankind’s symbolic relation to the world. Emphasis on linguistic analysis, ethnosemantics, sociolinguistics, expressive speech, and language and socialization as these elucidate patterns of cognitive orientation.", N/A, N/A,3,3
LING,3220, Introduction to Phonetics, Study of the articulatory and acoustic properties of speech sounds and features of language with particular reference to English and Arabic. Includes introductory work in transcription and technological developments in phonetic research., N/A, N/A,3,3
LING,3310, Linguistic Fieldwork," The purpose of this introductory course is to familiarize students with linguistic fieldwork. Students will be introduced to basic concepts in linguistics research and also to different approaches to research design. The course will focus on different stages of conducting a research project, including identifying a research problem, deciding on a research design, and planning data collection and analysis. Building on this work, students will be involved in transcribing and analyzing language data collected from a natural setting. The course aims at providing students with tools needed to carry out these tasks.", N/A, N/A,3,3
LING,3320, Language and Politics, This course explores how language reflects and makes political thought and ideologies. It will also shed light on issues of language and national identity., N/A, N/A,3,3
LING,3330, Introduction to Corpus Linguistics," This course introduces corpus linguistics (CL) as a means of analyzing language using computer concordancing software and the Internet. Through using various search techniques, students will be able to explore English vocabulary and grammar as well as other aspects of language use such as collocation, idioms, phraseology, and discourse.", N/A, N/A,3,3
LING,3340, Language Assessment," This is an introductory course in language testing which aims at providing students with tools needed to assess language proficiency. The first section of the course focuses on basic terminology in language testing, such as reliability, validity, and stages of test development. The second section addresses issues related to testing different language skills and features including assessment of reading, writing, listening, speaking, grammar, and vocabulary. The final part of the course deals with issues related to assessing young kids, alternative methods of assessment, using technology in language testing, and ethics in assessment. During the course, students will be given the opportunity to write and review test items", N/A, N/A,3,3
LING,4099, Selected Topics in Linguistics," This is a special topics course in which topics will be chosen according to specific interests of the students and areas of specialization of faculty. Topics could include, but would not be limited to,", N/A, N/A,3,3
LING,4212, Language and Human Development," Linguistic and psychological concepts in first- and second-language learning; human perceptual and productive language processes; biological foundations of language, bilingualism and multilingualism; and inferences from animal communication.", N/A, N/A,3,3
LING,4410, Introduction to Computational Linguistics," Computational linguistics is an interdisciplinary field of study that brings linguistics and computer science together. This course introduces students to the main concepts of the field and its real-world applications, including, but not limited to, machine translation and information retrieval. Furthermore, it gives students hands-on experience with using and developing computational linguistics tools such as part-of-speech taggers, morphological analyzers, syntactic parsers, and semantic interpreters. To use and develop such tools, students will learn about regular expressions, programming for text analysis, and machine learning. No prior knowledge of computer science or programming is required for this course.", N/A, N/A,3,3
MACT,1111, Algebra and Trigonometry," Fundamentals of algebra (real numbers - order and absolute value - polynomials - factoring - rational expressions - radicals - rational exponents). Linear and quadratic equations and inequalities, graphs, the circle. Functions: Zeros of polynomial functions, exponential, logarithmic and trigonometric functions. Systems of linear equations. Arithmetic and geometric sequences. The Binomial Theorem."," No credit for Thannawia Amma Math/Science students, or equivalent, or students majoring in any of the departments of the School of Sciences and Engineering.", Offered in fall and spring,3,3
MACT,1112, Basic Mathematics for Social Sciences, Fundamentals of algebra. Equations and inequalities. Matrices. Introduction to differential and integral calculus., No credit for science majors, Offered occasionally.,3,3
MACT,1121, Calculus I," Limits of one variable functions. Continuity and differentiability. Implicit differentiation. Differentiation of trigonometric, exponential, and logarithmic functions. Higher derivatives. Applications of derivatives: related rates, linear approximations, the Mean Value Theorem, l’Hopital’s Rule, maxima and minima, curve sketching and optimization problems. Definite and indefinite integrals, Riemann Sums, the Fundamental Theorem of Calculus.", N/A, Offered in fall and spring.,3,3
MACT,1122, Calculus II," The calculus of inverse trigonometric and hyperbolic functions. Applications of the definite integral for finding areas and volumes of revolutions. Techniques of integration. Improper integrals. Sequences and series: Convergence tests, power series, Taylor series with applications. Vectors and the three-dimensional space: Dot and cross products, lines and planes.", N/A, Offered in fall and spring.,3,3
MACT,1221, Statistical Reasoning," Descriptive and inferential statistics, including graphing data and correlation analysis. Random variables and their probability distributions. The distribution of the sample means, the central limit theorem. Point and interval estimation and hypotheses testing. Students are instructed on the use of a statistics computer package at the beginning of the term and use it for assignments.", Students can not take both MACT 1221 and for credit., Offered in fall and spring.,3,3
MACT,1930, Selected Topic for Core Curriculum," A course addressing broad intellectual concerns and accessible to all students, irrespective of major.", N/A, Offered in fall and spring.,3,3
MACT,2123, Calculus III," Sequences and series, including convergence tests and Taylor series. The 3D space, vectors, lines and planes. Partial differentiation and applications. Introduction to double integrals (including double integrals in polar coordinates).", N/A, Offered in fall and spring.,3,3
MACT,2124, Calculus IV," Further applications of integration including arc length and areas of surfaces of revolution. Parametric equations and the calculus of vector-valued functions. Triple integrals, cylindrical and spherical coordinates. Vector fields, the theorems of Green, Gauss and Stokes and their applications. Introduction to complex numbers.", N/A, Offered in fall and spring.,3,3
MACT,2131, Discrete Mathematics,, N/A,,3,3
MACT,2132, Linear Algebra," Solutions of systems of linear equations. Matrices and determinants. The space Rn, vector spaces and subspaces. Linear independence, basis and dimension. Inner product and orthonormal bases. Linear transformations. Eigenvalues and eigenvectors. Diagonalization. Various applications.", N/A, Offered in fall and spring.,3,3
MACT,2141, Differential Equations, First-order differential equations and applications. Higher-order differential equations. Applications of second-order linear differential equations with constant coefficients. Systems of linear differential equations. Series solutions. Laplace transform., N/A, Offered in fall and spring.,3,3
MACT,2146, Optimization I," Formulation of linear programming problems, graphical solutions, simplex method, duality theory, sensitivity analysis, integer programming, deterministic dynamic programming. An intro to nonlinear programming and combinatorial optimization.", N/A, N/A,3,3
MACT,2222, Statistics for Business," The course aims at acquainting the students with the basic statistical methods in a business context. The course demonstrates the relevance of the statistical methods in making decisions in the different areas of business: accounting, finance, human resource management, marketing, operations, management of information systems, and more. The course covers the following: descriptive statistics, random variables and continuous probability distributions, sampling distributions, estimation and confidence intervals, one-sample hypothesis testing, inferences from two samples, Chi-Square tests, analysis of variance and simple linear regression.", Students can not take both, Offered in fall and spring.,3,3
MACT,3133, Formal and Mathematical Logic,, N/A, Offered occasionally.,3,3
MACT,3142, Introduction to PDE and Boundary," Special functions. Partial differential equations. Fourier series and integrals. Diffusion, potential and wave equations in rectangular, cylindrical, and spherical coordinates. Numerical methods.", N/A, Offered occasionally.,3,3
MACT,3143, Numerical Methods, Number systems and types of errors. Solution of nonlinear equations. Interpolation and the Lagrange Polynomial. Systems of linear equations. Numerical Differentiation and integration. Numerical solutions of ordinary differential equations: Runge Kutta and Multistep Methods. Numerical solutions of partial differential equations: finite difference and elements of the Spectral Method. The course includes a programming based project., N/A, Offered once a year.,3,3
MACT,3146, Optimization II," Combinatorial optimization problems such as scheduling, matching, resource allocation, network and assignment problems, with real life applications. Graph modeling, minimum cost network flow problems and its reduction to shortest path and maximum flow problems. Discussion of graph algorithms as well as dual formulations such as the minimum cut problem. The course concludes with an intro to stochastic programming with examples.", N/A, N/A,3,3
MACT,3211, Applied Probability," Sample space, probability axioms, combinatorial techniques, conditional probability, independence and Bayes’ theorem. Random variables. Distribution functions, moments and generating functions. Some probability distributions. Joint distribution, the Chebychev inequality and the law of large numbers. The central limit theorem and sampling distributions. Applications of probability in the social, biological, and engineering sciences.", N/A, Offered once a year.,3,3
MACT,3223, Statistical Inference," Sampling distribution. Point and interval estimation, methods of moments and MLE. Hypothesis testing, Uniformly Most Powerful (UMP), generalized likelihood ratio tests and order statistics.", N/A, Offered once a year.,3,3
MACT,3224, Probability and Statistics,,, Offered in fall and spring.,3,3
