deptCode,courseNum,PredeptCode,PrecourseNum,Prereqtext,isconcurrent
PHYS,5930,SPAM,0," Consent of the faculty advisor.",0
PHYS,6025,PHYS,5023," N/A",0
PHYS,6121,SPAM,0," Consent of Instructor",0
PHYS,6225,PHYS,4224," N/A",0
PHYS,6243,PHYS,5023," N/A",0
PHYS,6930,SPAM,0," Consent of the faculty advisor.",0
POLS,1001,ENGL,210," N/A",0
POLS,2003,ENGL,210," N/A",0
POLS,2096,RHET,1010," N/A",0
POLS,2104,POLS,1001," N/A",0
POLS,2405,RHET,1010," N/A",0
POLS,3201,RHET,1020," N/A",0
POLS,3202,RHET,1020," N/A",0
POLS,3401,POLS,1001," N/A",0
POLS,3408,POLS,1001," N/A",0
POLS,3454,POLS,1001," N/A",0
POLS,3510,POLS,1001," N/A",0
POLS,3550,POLS,1001," N/A",0
POLS,3620,POLS,1001," N/A",0
POLS,4000,POLS,3201," N/A",0
POLS,4018,RHET,1020," N/A",0
POLS,4030,RHET,1020," N/A",0
POLS,4033,POLS,1001," N/A",0
POLS,4035,SPAM,0," Prerequisites: 9 hours of social science, and junior or senior standing.",0
POLS,4099,POLS,4000," N/A",0
POLS,4104,POLS,3201," N/A",0
POLS,4216,RHET,1020," N/A",0
POLS,4217,RHET,1020," N/A",0
POLS,4226,RHET,1020," N/A",0
POLS,4371,RHET,1020," N/A",0
POLS,4372,RHET,1020," N/A",0
POLS,4373,RHET,1020," N/A",0
POLS,4374,RHET,1020," N/A",0
POLS,4375,RHET,1020," N/A",0
POLS,4377,RHET,1020," N/A",0
POLS,4378,RHET,1020," N/A",0
POLS,4403,POLS,1001," N/A",0
POLS,4405,POLS,1001," N/A",0
POLS,4420,RHET,1020," N/A",0
POLS,4422,RHET,1020," N/A",0
POLS,4423,POLS,1001," N/A",0
POLS,4424,POLS,1001," N/A",0
POLS,4425,POLS,1001," N/A",0
POLS,4432,RHET,1020," N/A",0
POLS,4435,RHET,1020," N/A",0
POLS,4437,POLS,1001," N/A",0
POLS,4438,RHET,1020," N/A",0
POLS,4439,POLS,1001," N/A",0
POLS,4444,POLS,1001," N/A",0
POLS,4444,POLS,2003," N/A",0
POLS,4444,POLS,3401," N/A",0
POLS,4444,RHET,1020," N/A",0
POLS,4470,RHET,1020," N/A",0
POLS,4480,RHET,1020," N/A",0
POLS,4481,RHET,1020," N/A",0
POLS,4502,RHET,1020," N/A",0
POLS,4513,RHET,1020," N/A",0
POLS,4523,RHET,1020," N/A",0
POLS,4525,RHET,1020," N/A",0
POLS,4526,RHET,1020," N/A",0
POLS,4542,RHET,1020," N/A",0
POLS,4550,RHET,1020," N/A",0
POLS,4551,RHET,1020," N/A",0
POLS,4560,RHET,1020," N/A",0
POLS,4565,RHET,1020," N/A",0
POLS,4605,RHET,1020," N/A",0
POLS,4608,RHET,1020," N/A",0
POLS,4609,RHET,1020," N/A",0
POLS,4610,RHET,1020," N/A",0
POLS,4611,RHET,1020," N/A",0
POLS,4614,RHET,1020," N/A",0
POLS,4615,RHET,1020," N/A",0
POLS,4640,RHET,1020," N/A",0
POLS,5130,SPAM,0," Junior standing,",0
POLS,5140,SPAM,0,,0
POLS,5230,POLS,5201," N/A",0
POLS,5258,POLS,5201," N/A",0
POLS,5261,ECON,2021," N/A",0
POLS,5262,POLS,5202," N/A",0
POLS,5280,SPAM,0," Department Approval.",0
PPAD,2099,RHET,1000," N/A",0
PPAD,5131,SPAM,0," Completion of economics core or equivalent economics preparation.",0
PPAD,5155,SPAM,0," The course explores the evolving status of developing countries in the multilateral system. Are developing countries having a role that allows them to promote their legitimate interests in global international governance and the multilateral trading system? Does International Cooperation work in their favor? Going through the different development paradigms in the UN system, post WW II Bretton Wood system, the course investigates how developing countries remain sidelined from global governance and continue to be mere standard takers.",0
PPAD,5175,SPAM,0," Pre-requisites: Permission of the instructor and unit head",0
PPAD,5198,SPAM,0," Junior or Senior status.",0
PPAD,5199,SPAM,0," Consent of the instructor and advisor.",0
PPAD,5225,SPAM,0," Admission in the Master in Global Affairs (MGA) program. having taken",0
PPAD,5232,PPAD,5231," N/A",0
PPAD,5288,SPAM,0," Completion of all degree required courses",0
PPAD,5293,SPAM,0," Permission of adviser and instructor",0
PPAD,5298,SPAM,0," Supervisor approval of a thesis or master’s project proposal or permission of the supervisor and instructor.",0
PSYC,412,SPAM,0," Junior, senior, or graduate standing.",0
PSYC,2100,PSYC,1000," N/A",0
PSYC,3002,PSYC,1000," N/A",0
PSYC,3003,PSYC,1000," N/A",0
PSYC,3010,PSYC,1000," N/A",0
PSYC,3011,PSYC,1000," N/A",0
PSYC,3040,PSYC,1000," N/A",0
PSYC,3080,PSYC,2100," N/A",0
PSYC,3270,PSYC,1000," N/A",0
PSYC,3420,PSYC,1000," N/A",0
PSYC,3800,BIOL,1011," N/A",0
PSYC,4001,PSYC,2100," N/A",0
PSYC,4002,SPAM,0," Prerequisites: a minimum B average, consent of the instructor, and approval by the Unit Head and the Department Chair.",0
PSYC,4011,PSYC,1000," N/A",0
PSYC,4012,PSYC,1000," N/A",0
PSYC,4013,PSYC,1000," N/A",0
PSYC,4014,PSYC,3040," N/A",0
PSYC,4015,SPAM,0," Prerequisites: 6 hours of anthropology, 6 hours of psychology, and junior or senior standing",0
PSYC,4016,PSYC,1000," N/A",0
PSYC,4022,PSYC,3010," N/A",0
PSYC,4030,SPAM,0," Junior or senior standing and 15 hours of psychology.",0
PSYC,4062,PSYC,3270," N/A",0
PSYC,4063,PSYC,1000," N/A",0
PSYC,4098,BIOL,1011," N/A",0
PSYC,4099,SPAM,0," junior or senior standing",0
PSYC,4150,PSYC,1000," N/A",0
PSYC,4203,SPAM,0," Six hours of social sciences or consent of the instructor.",0
PSYC,5000,SPAM,0," Post baccalaureate",0
PSYC,5203,SPAM,0," None.",0
PSYC,5209,SPAM,0," Minimum 3.0 GPA, consent of instructor, and approval of graduate advisor.",0
PSYC,5256,SPAM,0," Approval of advisor.",0
PSYC,5264,PSYC,5200," N/A",0
PSYC,5265,PSYC,5205," N/A",0
PSYC,5274,PSYC,5200," N/A",0
PSYC,5283,PSYC,5203," N/A",0
PSYC,5284,PSYC,5264," N/A",0
PSYC,5299,SPAM,0," Approval of advisor.",0
RCSS,5233,SPAM,0," Consent of instructor.",0
RCSS,5234,ECNG,3202," N/A",0
RCSS,5242,SPAM,0," Consent of instructor.",0
RCSS,5930,SPAM,0," Consent of the faculty advisor.",0
RCSS,5989,ENGR,5940," N/A",0
RHET,1020,SPAM,0,,0
RHET,1100,RHET,1000," N/A",0
RHET,2010,RHET,1100," N/A",0
RHET,2099,RHET,1020," N/A",0
RHET,3099,RHET,1020," N/A",0
RHET,3110,RHET,1020," N/A",0
RHET,3120,RHET,1020," N/A",0
RHET,3130,RHET,1020," N/A",0
RHET,3140,RHET,1020," N/A",0
RHET,3150,RHET,1020," N/A",0
RHET,3160,RHET,1020," N/A",0
RHET,3210,RHET,1020," N/A",0
RHET,3220,RHET,1020," N/A",0
RHET,3230,RHET,1020," N/A",0
RHET,3240,RHET,1020," N/A",0
RHET,3250,RHET,1020," N/A",0
RHET,3310,RHET,1020," N/A",0
RHET,3320,RHET,1020," N/A",0
RHET,3330,RHET,1020," N/A",0
RHET,3340,RHET,1020," N/A",0
RHET,3350,RHET,1020," N/A",0
RHET,4060,RHET,1020," N/A",0
RHET,4160,RHET,1020," N/A",0
RHET,4260,RHET,1020," N/A",0
RHET,4270,RHET,1020," N/A",0
RHET,4280,SPAM,0,,0
RHET,4360,RHET,1020," N/A",0
SCI,1005,SPAM,0," Prerequisite: Not for credit for Science, Engineering and Computer Science students.",0
SCI,1009,SPAM,0," Prerequisite: Not for credit for Science, Engineering and Computer Science students.",0
SCI,1015,SPAM,0," SCI 1020",0
SCI,3002,SPAM,0," Prerequisites: Junior standing or higher.",0
SCI,4005,SPAM,0," SCI 2005",0
SCI,5940,SPAM,0," Completion of 9 cr hrs",0
SOC,2005,RHET,2010," N/A",0
SOC,2099,RHET,1000," N/A",0
SOC,3010,PSYC,1000," N/A",0
SOC,3045,SPAM,0," Three hours of Social Sciences.",0
SOC,3060,SPAM,0," Three hours of Social Sciences.",0
SOC,3085,SPAM,0," Three hours of Social Sciences.",0
SOC,3102,SPAM,0," Prerequisites: 9 hours of social sciences, and junior or senior standing, or consent of instructor.",0
SOC,3103,SPAM,0," Three hours of Social Sciences",0
SOC,3104,SPAM,0," SOC 3102",0
SOC,3105,SPAM,0," SOC 2101",0
SOC,3303,SPAM,0," Three hours of Social Sciences.",0
SOC,3305,SPAM,0," Three hours of Social Sciences",0
SOC,4005,SPAM,0," Prerequisites: Junior or senior standing, 6 hrs. of social science or the permission of the instructor.",0
SOC,4010,SPAM,0," Prerequisites: 9 hours of social sciences, and junior or senior standing.",0
SOC,4020,SPAM,0," Prerequisites: 9 hours of social sciences, and junior or senior standing.",0
SOC,4025,SPAM,0," 9 hours of social sciences and junior or senior standing.",0
SOC,4035,SPAM,0," Prerequisites: 9 hours of social sciences, and junior or senior standing",0
SOC,4040,SPAM,0," Prerequisite: nine hours of social sciences, at least junior standing or the consent of the instructor.",0
SOC,4055,SPAM,0," 9 hours of Social Sciences and Junior or Senior standing.",0
SOC,4099,SPAM,0," Prerequisites: 9 hours of social sciences, and junior or senior standing.",0
SOC,4106,SPAM,0," Prerequisites: 9 hours of social sciences and junior or senior standing.",0
SOC,4107,SPAM,0," Senior standing and",0
SOC,4203,SPAM,0," Six hours of social sciences or consent of the instructor.",0
SOC,4405,SPAM,0," Prerequisites: a minimum B average, consent of the instructor, and approval by the Unit Head and the Department Chair.",0
SOC,4560,SPAM,0," 12 credit hours of social science.",0
SOC/ANTH,5200,SPAM,0," Graduate standing or advanced undergraduate standing and permission of instructor.",0
SOC/ANTH,5297,SPAM,0," Department approval.",0
TEAL,5201,SPAM,0," Admission to program",0
TEAL,5202,TEAL,5201," N/A",0
TEAL,5203,TEAL,5202," N/A",0
TEAL,5204,TEAL,5203," N/A",0
TEAL,5205,TEAL,5204," N/A",0
TEAL,5206,TEAL,5205," N/A",0
TEAL,5207,TEAL,5206," N/A",0
TEAL,5208,TEAL,5207," N/A",0
TEAL,5209,TEAL,5208," N/A",0
THTR,2099,RHET,1000," N/A",0
THTR,2601,THTR,1201," N/A",0
THTR,2603,SPAM,0," Consent of instructor",0
THTR,3099,SPAM,0," Prerequisite: consent of the instructor.",0
THTR,3201,THTR,2201," N/A",0
THTR,3203,THTR,3201," N/A",0
THTR,3205,THTR,3201," N/A",0
THTR,3207,THTR,2201," N/A",0
THTR,3211,THTR,2211," N/A",0
THTR,3301,THTR,2201," N/A",0
THTR,3401,THTR,1201," N/A",0
THTR,3501,THTR,2301," N/A",0
THTR,3503,SPAM,0," Prerequisite: .",0
THTR,3601,THTR,2401," N/A",0
THTR,3603,SPAM,0," Prerequisites: Selection by application and interview.",0
THTR,4000,SPAM,0," Minimum B average required.",0
THTR,4301,THTR,3301," N/A",0
THTR,4404,THTR,2401," N/A",0
THTR,4405,THTR,2401," N/A",0
THTR,4406,THTR,2401," N/A",0
THTR,4701,SPAM,0," Prerequisite: consent of the instructor.",0
THTR,4703,THTR,3401," N/A",0
THTR,4705,SPAM,0," Prerequisite: consent of the instructor.",0
TVDJ,5237,SPAM,0," Advised to be taken concurrently with",0
TVDJ,5239,TVDJ,5237," N/A",0
TVDJ,5241,SPAM,0," Advised to be taken concurrently with",0
TVDJ,5242,SPAM,0," Advised to be taken concurrently with",0
TVDJ,5245,TVDJ,5237," N/A",0
TVDJ,5246,TVDJ,5245," N/A",0
